Family,Genus,Species,Code,Trail,Urbanization,Abundance
Caryophyllaceae,Stellaria,graminea L.,Stelgram,Gottsunda,Urban,0
Caryophyllaceae,Stellaria,media L. ,Stelmedi,Gottsunda,Urban,0
Caryophyllaceae,Stellaria,palustris Retz. ,Stelpalu,Gottsunda,Urban,0
Crassulaceae,Sedum,acre L. ,Seduacre,Gottsunda,Urban,0
Convolvulaceae,Calystegia,sepium ,Calysepi,Gottsunda,Urban,0
Convolvulaceae,Convolvulus,arvensis L.,Convarve,Gottsunda,Urban,0
Droseraceae,Drosera,rotundifolia L. ,Drosrotu,Gottsunda,Urban,0
Ericaceae,Calluna,vulgaris,Callvulg,Gottsunda,Urban,0
Ericaceae,Pyrola,minor L. ,Pyromino,Gottsunda,Urban,0
Ericaceae,Pyrola,rotundifolia L. ,Pyrorotu,Gottsunda,Urban,0
Euphorbiaceae,Euphorbia ,helioscopia,Euphheli,Gottsunda,Urban,0
Fabaceae,Anthyllis,vulneraria,Anthvule,Gottsunda,Urban,0
Fabaceae,Medicago ,falcata L.,Medifalc,Gottsunda,Urban,0
Fabaceae,Medicago ,lupulina L.,Medilupu,Gottsunda,Urban,0
Fabaceae,Melilotus ,albus Medik.,Melialbu,Gottsunda,Urban,0
Fabaceae,Melilotus ,officinalis,Melioffi,Gottsunda,Urban,0
Fabaceae,Lotus,corniculatus L.,Lotucorn,Gottsunda,Urban,0
Fabaceae,Trifolium,arvense,Trifarve,Gottsunda,Urban,0
Fabaceae,Trifolium,medium,Trifmedi,Gottsunda,Urban,0
Fabaceae,Trifolium,montanum,Trifmont,Gottsunda,Urban,0
Fabaceae,Trifolium,pratense L. ,Trifprat,Gottsunda,Urban,32.5
Fabaceae,Trifolium,repens L.,Trifrepe,Gottsunda,Urban,32.5
Fabaceae,Lathyrus,linifolius,Lathlini,Gottsunda,Urban,0
Fabaceae,Lathyrus,pratensis L. ,Lathprat,Gottsunda,Urban,17.5
Fabaceae,Vicia,cracca L. ,Vicicrac,Gottsunda,Urban,0
Fabaceae,Vicia,sepium L.,Vicisepi,Gottsunda,Urban,7.5
Geraniaceae,Erodium,cicutarium,Erodcicu,Gottsunda,Urban,0
Geraniaceae,Geranium,Lucidum,GeraLuci,Gottsunda,Urban,0
Geraniaceae,Geranium,pusillum,Gerapusi,Gottsunda,Urban,0
Geraniaceae,Geranium,pyrenaicum,Gerapyre,Gottsunda,Urban,0
Geraniaceae,Geranium,robertianum L. ,Gerarobe,Gottsunda,Urban,2.5
Geraniaceae,Geranium,sanguineum,Gerasang,Gottsunda,Urban,0
Geraniaceae,Geranium,sylvaticum L. ,Gerasylv,Gottsunda,Urban,2.5
Hypericaceae,Hypericum,maculatum Crantz. ,Hypemacu,Gottsunda,Urban,0
Hypericaceae,Hypericum,montanum,Hypemont,Gottsunda,Urban,0
Hypericaceae,Hypericum,perforatum L.,Hypeperf,Gottsunda,Urban,7.5
Iridaceae,Iris,pseudacorus L. ,Irispseu,Gottsunda,Urban,0
Laminaceae,Lamium,album L.,Lamialbu,Gottsunda,Urban,2.5
Laminaceae,Lamium,purpureum L. ,Lamipurp,Gottsunda,Urban,0
Laminaceae,Mentha,arvensis L. ,Hypearve,Gottsunda,Urban,0
Laminaceae,Prunella,vulgaris L.,Prunvulg,Gottsunda,Urban,0
Laminaceae,Scutellaria,galericulata L. ,Scutgale,Gottsunda,Urban,0
Liliaceae,Lilium,martagon L. ,Lilimart,Gottsunda,Urban,0
Lythraceae,Lythrum,salicaria,Lythsali,Gottsunda,Urban,0
Myrsinaceae,Lysimachia,nummularia L.,Lysinumm,Gottsunda,Urban,0
Myrsinaceae,Lysimachia,punctata,Lysipunc,Gottsunda,Urban,2.5
Myrsinaceae,Lysimachia,vulgaris L. ,Lysivulg,Gottsunda,Urban,0
Nymphaeaceae,Nuphar,lutea,Nuphlute,Gottsunda,Urban,0
Onagraceae,Chamaenerion,angustifolium,Chamangu,Gottsunda,Urban,0
Onagraceae,Epilobium,palustre,Epilpalu,Gottsunda,Urban,0
Orchidaceae,Platanthera,chlorantha,Planchlo,Gottsunda,Urban,0
Orobanchaceae,Melampyrum,cristatum L.,Melacris,Gottsunda,Urban,0
Orobanchaceae,Melampyrum,nemorosum L.,Melanemo,Gottsunda,Urban,0
Orobanchaceae,Melampyrum,sylvaticum L. ,Melasylv,Gottsunda,Urban,0
Orobanchaceae,Melampyrum,pratense L.,Melaprat,Gottsunda,Urban,0
Orobanchaceae,Rhinanthus,angustifolius,Rhinangu,Gottsunda,Urban,0
Orobanchaceae,Rhinanthus,minor L. ,Rhinmino,Gottsunda,Urban,0
Papaveraceae,Chelidonium ,majus L.,Chelmaju,Gottsunda,Urban,0
Papaveraceae,Fumaria ,officinalis,Fumaoffi,Gottsunda,Urban,0
Plantaginaceae,Chaenorhinum,minus ,Chaeminu,Gottsunda,Urban,0
Plantaginaceae,Linaria ,vulgaris Mill.,Linavulg,Gottsunda,Urban,0
Plantaginaceae,Plantago,lanceolata L.,Planlanc,Gottsunda,Urban,0
Plantaginaceae,Plantago,major L.,Planmajo,Gottsunda,Urban,25
Plantaginaceae,Plantago,media,Planmadi,Gottsunda,Urban,0
Plantaginaceae,Veronica ,arvensis,Veroarve,Gottsunda,Urban,0
Plantaginaceae,Veronica ,chamaedrys L. ,Verocham,Gottsunda,Urban,7.5
Plantaginaceae,Veronica ,officinalis,Verooffi,Gottsunda,Urban,0
Plantaginaceae,Veronica ,verna,Verovern,Gottsunda,Urban,0
Polygonaceae,Persicaria,maculosa Gray. ,Persmacu,Gottsunda,Urban,0
Polygonaceae,Persicaria,vivipara,Persvivi,Gottsunda,Urban,0
Polygonaceae,Polygala,vulgaris,Polyvulg,Gottsunda,Urban,0
Polygonaceae,Rumex,acetosa L.,Rumeacet,Gottsunda,Urban,0
Polygonaceae,Rumex,acetosella L.,Rumeacla,Gottsunda,Urban,0
Polygonaceae,Rumex,crispus L.,Rumecris,Gottsunda,Urban,17.5
Polygonaceae,Rumex,longifolius L.,Rumelong,Gottsunda,Urban,0
Primulaceae,Trientalis,europaea,Triteuro,Gottsunda,Urban,0
Ranunculaceae,Ranunculus,acris L.,Ranuacri,Gottsunda,Urban,0
Ranunculaceae,Ranunculus,repens,Ranurepe,Gottsunda,Urban,7.5
Rosaceae,Agrimonia ,eupatoria L.,Agrieupa,Gottsunda,Urban,0
Rosaceae,Alchemilla,vulgaris L.,Alchvulg,Gottsunda,Urban,2.5
Rosaceae,Argentina,anserina L. ,Argeanse,Gottsunda,Urban,0
Rosaceae,Filipendula,ulmaria L.,Filiulma,Gottsunda,Urban,0
Rosaceae,Filipendula,vulgaris,Filivilg,Gottsunda,Urban,0
Rosaceae,Fragaria ,vesca L. ,Fragvesc,Gottsunda,Urban,0
Rosaceae,Geum,rivale L.,Geumriva,Gottsunda,Urban,0
Rosaceae,Geum,urbanum L.,Geumurba,Gottsunda,Urban,0
Rosaceae,Potentilla,anserina,Poteanse,Gottsunda,Urban,0
Rosaceae,Potentilla,argentea L.,Potearge,Gottsunda,Urban,5
Rosaceae,Potentilla,erecta,Poteerec,Gottsunda,Urban,0
Rosaceae,Potentilla,palustris,Potepalu,Gottsunda,Urban,0
Rosaceae,Potentilla,reptans L.,Poterept,Gottsunda,Urban,0
Rosaceae,Rosa,dumalis Bechst.,Rosaduma,Gottsunda,Urban,0
Rosaceae,Rosa,rugosa Thunberg.,Rosarugo,Gottsunda,Urban,0
Rubiaceae,Galium,album Mill. ,Galialbu,Gottsunda,Urban,40
Rubiaceae,Galium,boreale L.,Galibore,Gottsunda,Urban,0
Rubiaceae,Galium,palustre,Galipalu,Gottsunda,Urban,0
Rubiaceae,Galium,uliginosum,Galiulig,Gottsunda,Urban,0
Rubiaceae,Galium,verum L.,Galiveru,Gottsunda,Urban,0
Scrophulariaceae,Verbascum ,thapsus,Verbthap,Gottsunda,Urban,0
Scrophulariaceae,Veronica ,officinalis L.,Verooffi,Gottsunda,Urban,0
Urticaceae,Urtica,dioica L. ,Urtidioi,Gottsunda,Urban,7.5
Violaceae,Viola,arvensis,Violarve,Gottsunda,Urban,0
Violaceae,Viola,biflora L. ,Violbifl,Gottsunda,Urban,0
Adoxaceae,Sambucus,nigra L. ,Sambnigr,Gottsunda,Rural,0
Apiaceae,Aegopodium ,podagraria L.,Aegopoda,Gottsunda,Rural,0
Apiaceae,Anthriscus,sylvestris L. ,Anthsylv,Gottsunda,Rural,0
Apiaceae,Carum ,carvi L. ,Carucarv,Gottsunda,Rural,0
Apiaceae,Daucus,carota sativus,Dauccaro,Gottsunda,Rural,0
Apiaceae,Pastinaca,sativa L.,Pastsati,Gottsunda,Rural,0
Apiaceae,Peucedanum ,palustre ,Peucpalu,Gottsunda,Rural,0
Asteraceae,Achillea,millefolium L.,Achimill,Gottsunda,Rural,0
Asteraceae,Anthemis ,tinctoria,Anthtinc,Gottsunda,Rural,0
Asteraceae,Arctium ,tomentosum,Arcttome,Gottsunda,Rural,2
Asteraceae,Arnoseris,minima,Artevulg,Gottsunda,Rural,0
Asteraceae,Artemisa,vulgaris L.,Artevulg,Gottsunda,Rural,0
Asteraceae,Bellis ,perennis L.,Bellpere,Gottsunda,Rural,0
Asteraceae,Carduus,acanthoides L.,Cardacan,Gottsunda,Rural,0
Asteraceae,Centaurea,jacea L.,Centjace,Gottsunda,Rural,0
Asteraceae,Cirsium ,arvense,Cirsarve,Gottsunda,Rural,0
Asteraceae,Crepis,praemorsa,Crepprae,Gottsunda,Rural,0
Asteraceae,Crepis,tectorum,Creptect,Gottsunda,Rural,0
Asteraceae,Hieracium,murorum L. ,Hiermuro,Gottsunda,Rural,0
Asteraceae,Hieracium,pilosella L.,Hiercana,Gottsunda,Rural,0
Asteraceae,Hieracium,umbellatum,Hierumbe,Gottsunda,Rural,0
Asteraceae,Hieracium,Vulgata,Hiervulg,Gottsunda,Rural,1
Asteraceae,Lactuca,muralis,Lactmura,Gottsunda,Rural,0
Asteraceae,Lapsana ,comunnis,Lapscomu,Gottsunda,Rural,0
Asteraceae,Leontodon,hispidus,Leonhisp,Gottsunda,Rural,0
Asteraceae,Leucanthemum,vulgare Lam.,Leucvulg,Gottsunda,Rural,0
Asteraceae,Matricaria ,discoides DC.,Matrdisc,Gottsunda,Rural,0
Asteraceae,Matricaria ,matricarioides,Matrmatr,Gottsunda,Rural,0
Asteraceae,Onopordum,acanthium L.,Onopacan,Gottsunda,Rural,0
Asteraceae,Picris,hieracioides,Picrhier,Gottsunda,Rural,0
Asteraceae,Pilosella,officinarum ,Pilooffi,Gottsunda,Rural,0
Asteraceae,Scorzoneroides,autumnalis L.,Scorautu,Gottsunda,Rural,0
Asteraceae,Senecio,vulgaris ,Senevulg,Gottsunda,Rural,0
Asteraceae,Sonchus,arvensis,Soncarve,Gottsunda,Rural,0
Asteraceae,Tanacetum,vulgare L.,Tanavulg,Gottsunda,Rural,0
Asteraceae,Taraxacum ,officinale,Taraoffi,Gottsunda,Rural,0
Asteraceae,Tragopogon,pratensis L.,Tragprat,Gottsunda,Rural,0
Asteraceae,Tripleurospermum,perforatum ,Tripperf,Gottsunda,Rural,0
Boraginaceae,Echium,vulgare,Echivulg,Gottsunda,Rural,0
Boraginaceae,Myosotis,laxa,Myoslaxa,Gottsunda,Rural,0
Boraginaceae,Myosotis,ramosissima,Myoramo,Gottsunda,Rural,0
Boraginaceae,Myosotis,Scorpioides,Myosscor,Gottsunda,Rural,0
Boraginaceae,Myosotis,sylvatica,Myossylv,Gottsunda,Rural,0
Boraginaceae,Symphytum, x uplandicum,Sympupla,Gottsunda,Rural,22
Brassicaceae,Alliaria,petiolata,Allipeti,Gottsunda,Rural,0
Brassicaceae,Bunias,orientalis L.,Buniorie,Gottsunda,Rural,1
Brassicaceae,Capsela ,bursa-pastoris L. ,Capsburs,Gottsunda,Rural,0
Brassicaceae,Cardamine,pratensis,Cardprat,Gottsunda,Rural,0
Brassicaceae,Sinapis,arvensis,Sinaarve,Gottsunda,Rural,0
Brassicaceae,Sisymbrium,altissimum L. ,Sisyalti,Gottsunda,Rural,0
Brassicaceae,Thlaspi ,arvense L.,Thlaarve,Gottsunda,Rural,0
Campanulaceae,Campanula,persicifolia L.,Camppers,Gottsunda,Rural,0
Campanulaceae,Campanula,rotundifolia,Camprotu,Gottsunda,Rural,1
Campanulaceae,Campanula,trachelium L. ,Camptrac,Gottsunda,Rural,0
Caryophyllaceae,Cerastium ,fontanum Baumg.,Cerafont,Gottsunda,Rural,0
Caryophyllaceae,Dianthus ,deltoides,Diandelt,Gottsunda,Rural,0
Caryophyllaceae,Scleranthus ,annuus L.,Scleannu,Gottsunda,Rural,0
Caryophyllaceae,Silene,nutans L.,Silenuta,Gottsunda,Rural,0
Caryophyllaceae,Stellaria,alsine,Stelalsi,Gottsunda,Rural,0
Caryophyllaceae,Stellaria,graminea L.,Stelgram,Gottsunda,Rural,3
Caryophyllaceae,Stellaria,media L. ,Stelmedi,Gottsunda,Rural,0
Caryophyllaceae,Stellaria,palustris Retz. ,Stelpalu,Gottsunda,Rural,0
Crassulaceae,Sedum,acre L. ,Seduacre,Gottsunda,Rural,0
Convolvulaceae,Calystegia,sepium ,Calysepi,Gottsunda,Rural,0
Convolvulaceae,Convolvulus,arvensis L.,Convarve,Gottsunda,Rural,0
Droseraceae,Drosera,rotundifolia L. ,Drosrotu,Gottsunda,Rural,0
Ericaceae,Calluna,vulgaris,Callvulg,Gottsunda,Rural,0
Ericaceae,Pyrola,minor L. ,Pyromino,Gottsunda,Rural,0
Ericaceae,Pyrola,rotundifolia L. ,Pyrorotu,Gottsunda,Rural,0
Euphorbiaceae,Euphorbia ,helioscopia,Euphheli,Gottsunda,Rural,0
Fabaceae,Anthyllis,vulneraria,Anthvule,Gottsunda,Rural,0
Fabaceae,Medicago ,falcata L.,Medifalc,Gottsunda,Rural,0
Fabaceae,Medicago ,lupulina L.,Medilupu,Gottsunda,Rural,3
Fabaceae,Melilotus ,albus Medik.,Melialbu,Gottsunda,Rural,0
Fabaceae,Melilotus ,officinalis,Melioffi,Gottsunda,Rural,0
Fabaceae,Lotus,corniculatus L.,Lotucorn,Gottsunda,Rural,4
Fabaceae,Trifolium,arvense,Trifarve,Gottsunda,Rural,0
Fabaceae,Trifolium,medium,Trifmedi,Gottsunda,Rural,0
Fabaceae,Trifolium,montanum,Trifmont,Gottsunda,Rural,0
Fabaceae,Trifolium,pratense L. ,Trifprat,Gottsunda,Rural,59
Fabaceae,Trifolium,repens L.,Trifrepe,Gottsunda,Rural,47
Fabaceae,Lathyrus,linifolius,Lathlini,Gottsunda,Rural,0
Fabaceae,Lathyrus,pratensis L. ,Lathprat,Gottsunda,Rural,5
Fabaceae,Vicia,cracca L. ,Vicicrac,Gottsunda,Rural,2
Fabaceae,Vicia,sepium L.,Vicisepi,Gottsunda,Rural,15
Geraniaceae,Erodium,cicutarium,Erodcicu,Gottsunda,Rural,0
Geraniaceae,Geranium,Lucidum,GeraLuci,Gottsunda,Rural,0
Geraniaceae,Geranium,pusillum,Gerapusi,Gottsunda,Rural,0
Geraniaceae,Geranium,pyrenaicum,Gerapyre,Gottsunda,Rural,0
Geraniaceae,Geranium,robertianum L. ,Gerarobe,Gottsunda,Rural,0
Geraniaceae,Geranium,sanguineum,Gerasang,Gottsunda,Rural,0
Geraniaceae,Geranium,sylvaticum L. ,Gerasylv,Gottsunda,Rural,0
Hypericaceae,Hypericum,maculatum Crantz. ,Hypemacu,Gottsunda,Rural,0
Hypericaceae,Hypericum,montanum,Hypemont,Gottsunda,Rural,0
Hypericaceae,Hypericum,perforatum L.,Hypeperf,Gottsunda,Rural,0
Iridaceae,Iris,pseudacorus L. ,Irispseu,Gottsunda,Rural,0
Laminaceae,Lamium,album L.,Lamialbu,Gottsunda,Rural,5
Laminaceae,Lamium,purpureum L. ,Lamipurp,Gottsunda,Rural,0
Laminaceae,Mentha,arvensis L. ,Hypearve,Gottsunda,Rural,0
Laminaceae,Prunella,vulgaris L.,Prunvulg,Gottsunda,Rural,1
Laminaceae,Scutellaria,galericulata L. ,Scutgale,Gottsunda,Rural,0
Liliaceae,Lilium,martagon L. ,Lilimart,Gottsunda,Rural,0
Lythraceae,Lythrum,salicaria,Lythsali,Gottsunda,Rural,4
Myrsinaceae,Lysimachia,nummularia L.,Lysinumm,Gottsunda,Rural,0
Myrsinaceae,Lysimachia,punctata,Lysipunc,Gottsunda,Rural,0
Myrsinaceae,Lysimachia,vulgaris L. ,Lysivulg,Gottsunda,Rural,0
Nymphaeaceae,Nuphar,lutea,Nuphlute,Gottsunda,Rural,0
Onagraceae,Chamaenerion,angustifolium,Chamangu,Gottsunda,Rural,0
Onagraceae,Epilobium,palustre,Epilpalu,Gottsunda,Rural,0
Orchidaceae,Platanthera,chlorantha,Planchlo,Gottsunda,Rural,0
Orobanchaceae,Melampyrum,cristatum L.,Melacris,Gottsunda,Rural,0
Orobanchaceae,Melampyrum,nemorosum L.,Melanemo,Gottsunda,Rural,0
Orobanchaceae,Melampyrum,sylvaticum L. ,Melasylv,Gottsunda,Rural,0
Orobanchaceae,Melampyrum,pratense L.,Melaprat,Gottsunda,Rural,1
Orobanchaceae,Rhinanthus,angustifolius,Rhinangu,Gottsunda,Rural,0
Orobanchaceae,Rhinanthus,minor L. ,Rhinmino,Gottsunda,Rural,0
Papaveraceae,Chelidonium ,majus L.,Chelmaju,Gottsunda,Rural,0
Papaveraceae,Fumaria ,officinalis,Fumaoffi,Gottsunda,Rural,0
Plantaginaceae,Chaenorhinum,minus ,Chaeminu,Gottsunda,Rural,0
Plantaginaceae,Linaria ,vulgaris Mill.,Linavulg,Gottsunda,Rural,0
Plantaginaceae,Plantago,lanceolata L.,Planlanc,Gottsunda,Rural,0
Plantaginaceae,Plantago,major L.,Planmajo,Gottsunda,Rural,23
Plantaginaceae,Plantago,media,Planmadi,Gottsunda,Rural,0
Plantaginaceae,Veronica ,arvensis,Veroarve,Gottsunda,Rural,0
Plantaginaceae,Veronica ,chamaedrys L. ,Verocham,Gottsunda,Rural,1
Plantaginaceae,Veronica ,officinalis,Verooffi,Gottsunda,Rural,0
Plantaginaceae,Veronica ,verna,Verovern,Gottsunda,Rural,0
Polygonaceae,Persicaria,maculosa Gray. ,Persmacu,Gottsunda,Rural,0
Polygonaceae,Persicaria,vivipara,Persvivi,Gottsunda,Rural,0
Polygonaceae,Polygala,vulgaris,Polyvulg,Gottsunda,Rural,0
Polygonaceae,Rumex,acetosa L.,Rumeacet,Gottsunda,Rural,0
Polygonaceae,Rumex,acetosella L.,Rumeacla,Gottsunda,Rural,0
Polygonaceae,Rumex,crispus L.,Rumecris,Gottsunda,Rural,0
Polygonaceae,Rumex,longifolius L.,Rumelong,Gottsunda,Rural,8
Primulaceae,Trientalis,europaea,Triteuro,Gottsunda,Rural,13
Ranunculaceae,Ranunculus,acris L.,Ranuacri,Gottsunda,Rural,10
Ranunculaceae,Ranunculus,repens,Ranurepe,Gottsunda,Rural,0
Rosaceae,Agrimonia ,eupatoria L.,Agrieupa,Gottsunda,Rural,0
Rosaceae,Alchemilla,vulgaris L.,Alchvulg,Gottsunda,Rural,0
Rosaceae,Argentina,anserina L. ,Argeanse,Gottsunda,Rural,0
Rosaceae,Filipendula,ulmaria L.,Filiulma,Gottsunda,Rural,3
Rosaceae,Filipendula,vulgaris,Filivilg,Gottsunda,Rural,0
Rosaceae,Fragaria ,vesca L. ,Fragvesc,Gottsunda,Rural,0
Rosaceae,Geum,rivale L.,Geumriva,Gottsunda,Rural,0
Rosaceae,Geum,urbanum L.,Geumurba,Gottsunda,Rural,3
Rosaceae,Potentilla,anserina,Poteanse,Gottsunda,Rural,0
Rosaceae,Potentilla,argentea L.,Potearge,Gottsunda,Rural,0
Rosaceae,Potentilla,erecta,Poteerec,Gottsunda,Rural,0
Rosaceae,Potentilla,palustris,Potepalu,Gottsunda,Rural,0
Rosaceae,Potentilla,reptans L.,Poterept,Gottsunda,Rural,0
Rosaceae,Rosa,dumalis Bechst.,Rosaduma,Gottsunda,Rural,3
Rosaceae,Rosa,rugosa Thunberg.,Rosarugo,Gottsunda,Rural,0
Rubiaceae,Galium,album Mill. ,Galialbu,Gottsunda,Rural,31
Rubiaceae,Galium,boreale L.,Galibore,Gottsunda,Rural,1
Rubiaceae,Galium,palustre,Galipalu,Gottsunda,Rural,0
Rubiaceae,Galium,uliginosum,Galiulig,Gottsunda,Rural,0
Rubiaceae,Galium,verum L.,Galiveru,Gottsunda,Rural,1
Scrophulariaceae,Verbascum ,thapsus,Verbthap,Gottsunda,Rural,0
Scrophulariaceae,Veronica ,officinalis L.,Verooffi,Gottsunda,Rural,0
Urticaceae,Urtica,dioica L. ,Urtidioi,Gottsunda,Rural,4
Violaceae,Viola,arvensis,Violarve,Gottsunda,Rural,0
Violaceae,Viola,biflora L. ,Violbifl,Gottsunda,Rural,0
Adoxaceae,Sambucus,nigra L. ,Sambnigr,Håga,Urban,0
Apiaceae,Aegopodium ,podagraria L.,Aegopoda,Håga,Urban,7
Apiaceae,Anthriscus,sylvestris L. ,Anthsylv,Håga,Urban,1
Apiaceae,Carum ,carvi L. ,Carucarv,Håga,Urban,1
Apiaceae,Daucus,carota sativus,Dauccaro,Håga,Urban,0
Apiaceae,Pastinaca,sativa L.,Pastsati,Håga,Urban,0
Apiaceae,Peucedanum ,palustre ,Peucpalu,Håga,Urban,0
Asteraceae,Achillea,millefolium L.,Achimill,Håga,Urban,9
Asteraceae,Anthemis ,tinctoria,Anthtinc,Håga,Urban,0
Asteraceae,Arctium ,tomentosum,Arcttome,Håga,Urban,0
Asteraceae,Arnoseris,minima,Artevulg,Håga,Urban,0
Asteraceae,Artemisa,vulgaris L.,Artevulg,Håga,Urban,1
Asteraceae,Bellis ,perennis L.,Bellpere,Håga,Urban,16
Asteraceae,Carduus,acanthoides L.,Cardacan,Håga,Urban,0
Asteraceae,Centaurea,jacea L.,Centjace,Håga,Urban,0
Asteraceae,Cirsium ,arvense,Cirsarve,Håga,Urban,0
Asteraceae,Crepis,praemorsa,Crepprae,Håga,Urban,0
Asteraceae,Crepis,tectorum,Creptect,Håga,Urban,0
Asteraceae,Hieracium,murorum L. ,Hiermuro,Håga,Urban,0
Asteraceae,Hieracium,pilosella L.,Hiercana,Håga,Urban,0
Asteraceae,Hieracium,umbellatum,Hierumbe,Håga,Urban,0
Asteraceae,Hieracium,Vulgata,Hiervulg,Håga,Urban,0
Asteraceae,Lactuca,muralis,Lactmura,Håga,Urban,0
Asteraceae,Lapsana ,comunnis,Lapscomu,Håga,Urban,0
Asteraceae,Leontodon,hispidus,Leonhisp,Håga,Urban,0
Asteraceae,Leucanthemum,vulgare Lam.,Leucvulg,Håga,Urban,0
Asteraceae,Matricaria ,discoides DC.,Matrdisc,Håga,Urban,0
Asteraceae,Matricaria ,matricarioides,Matrmatr,Håga,Urban,1
Asteraceae,Onopordum,acanthium L.,Onopacan,Håga,Urban,0
Asteraceae,Picris,hieracioides,Picrhier,Håga,Urban,0
Asteraceae,Pilosella,officinarum ,Pilooffi,Håga,Urban,0
Asteraceae,Scorzoneroides,autumnalis L.,Scorautu,Håga,Urban,0
Asteraceae,Senecio,vulgaris ,Senevulg,Håga,Urban,0
Asteraceae,Sonchus,arvensis,Soncarve,Håga,Urban,0
Asteraceae,Tanacetum,vulgare L.,Tanavulg,Håga,Urban,0
Asteraceae,Taraxacum ,officinale,Taraoffi,Håga,Urban,7
Asteraceae,Tragopogon,pratensis L.,Tragprat,Håga,Urban,0
Asteraceae,Tripleurospermum,perforatum ,Tripperf,Håga,Urban,0
Boraginaceae,Echium,vulgare,Echivulg,Håga,Urban,0
Boraginaceae,Myosotis,laxa,Myoslaxa,Håga,Urban,0
Boraginaceae,Myosotis,ramosissima,Myoramo,Håga,Urban,0
Boraginaceae,Myosotis,Scorpioides,Myosscor,Håga,Urban,0
Boraginaceae,Myosotis,sylvatica,Myossylv,Håga,Urban,0
Boraginaceae,Symphytum, x uplandicum,Sympupla,Håga,Urban,0
Brassicaceae,Alliaria,petiolata,Allipeti,Håga,Urban,0
Brassicaceae,Bunias,orientalis L.,Buniorie,Håga,Urban,0
Brassicaceae,Capsela ,bursa-pastoris L. ,Capsburs,Håga,Urban,2
Brassicaceae,Cardamine,pratensis,Cardprat,Håga,Urban,0
Brassicaceae,Sinapis,arvensis,Sinaarve,Håga,Urban,5
Brassicaceae,Sisymbrium,altissimum L. ,Sisyalti,Håga,Urban,0
Brassicaceae,Thlaspi ,arvense L.,Thlaarve,Håga,Urban,0
Campanulaceae,Campanula,persicifolia L.,Camppers,Håga,Urban,0
Campanulaceae,Campanula,rotundifolia,Camprotu,Håga,Urban,0
Campanulaceae,Campanula,trachelium L. ,Camptrac,Håga,Urban,4
Caryophyllaceae,Cerastium ,fontanum Baumg.,Cerafont,Håga,Urban,1
Caryophyllaceae,Dianthus ,deltoides,Diandelt,Håga,Urban,0
Caryophyllaceae,Scleranthus ,annuus L.,Scleannu,Håga,Urban,0
Caryophyllaceae,Silene,nutans L.,Silenuta,Håga,Urban,0
Caryophyllaceae,Stellaria,alsine,Stelalsi,Håga,Urban,0
Caryophyllaceae,Stellaria,graminea L.,Stelgram,Håga,Urban,0
Caryophyllaceae,Stellaria,media L. ,Stelmedi,Håga,Urban,27
Caryophyllaceae,Stellaria,palustris Retz. ,Stelpalu,Håga,Urban,0
Crassulaceae,Sedum,acre L. ,Seduacre,Håga,Urban,0
Convolvulaceae,Calystegia,sepium ,Calysepi,Håga,Urban,0
Convolvulaceae,Convolvulus,arvensis L.,Convarve,Håga,Urban,0
Droseraceae,Drosera,rotundifolia L. ,Drosrotu,Håga,Urban,0
Ericaceae,Calluna,vulgaris,Callvulg,Håga,Urban,0
Ericaceae,Pyrola,minor L. ,Pyromino,Håga,Urban,0
Ericaceae,Pyrola,rotundifolia L. ,Pyrorotu,Håga,Urban,0
Euphorbiaceae,Euphorbia ,helioscopia,Euphheli,Håga,Urban,0
Fabaceae,Anthyllis,vulneraria,Anthvule,Håga,Urban,0
Fabaceae,Medicago ,falcata L.,Medifalc,Håga,Urban,0
Fabaceae,Medicago ,lupulina L.,Medilupu,Håga,Urban,0
Fabaceae,Melilotus ,albus Medik.,Melialbu,Håga,Urban,0
Fabaceae,Melilotus ,officinalis,Melioffi,Håga,Urban,0
Fabaceae,Lotus,corniculatus L.,Lotucorn,Håga,Urban,0
Fabaceae,Trifolium,arvense,Trifarve,Håga,Urban,0
Fabaceae,Trifolium,medium,Trifmedi,Håga,Urban,0
Fabaceae,Trifolium,montanum,Trifmont,Håga,Urban,0
Fabaceae,Trifolium,pratense L. ,Trifprat,Håga,Urban,7
Fabaceae,Trifolium,repens L.,Trifrepe,Håga,Urban,59
Fabaceae,Lathyrus,linifolius,Lathlini,Håga,Urban,0
Fabaceae,Lathyrus,pratensis L. ,Lathprat,Håga,Urban,0
Fabaceae,Vicia,cracca L. ,Vicicrac,Håga,Urban,0
Fabaceae,Vicia,sepium L.,Vicisepi,Håga,Urban,0
Geraniaceae,Erodium,cicutarium,Erodcicu,Håga,Urban,0
Geraniaceae,Geranium,Lucidum,GeraLuci,Håga,Urban,0
Geraniaceae,Geranium,pusillum,Gerapusi,Håga,Urban,0
Geraniaceae,Geranium,pyrenaicum,Gerapyre,Håga,Urban,0
Geraniaceae,Geranium,robertianum L. ,Gerarobe,Håga,Urban,0
Geraniaceae,Geranium,sanguineum,Gerasang,Håga,Urban,0
Geraniaceae,Geranium,sylvaticum L. ,Gerasylv,Håga,Urban,0
Hypericaceae,Hypericum,maculatum Crantz. ,Hypemacu,Håga,Urban,0
Hypericaceae,Hypericum,montanum,Hypemont,Håga,Urban,5
Hypericaceae,Hypericum,perforatum L.,Hypeperf,Håga,Urban,0
