"","final_gen_sp","gen_sp_us","Herbatio_us","Presence_us","gen_sp_lin","Herbatio_lin","Micro.habitat","Presence_lin","Family.y","Flower_morphology","Flower_colour","annual_perennial","Nitrogen_use","compatibility","origin"
"187","Arctium tomentosum","Arctium tomentosum ","GamlaUppsala",2,NA,NA,NA,0,"Asteraceae","T","purple","",NA,NA,"native"
"188","Arctium tomentosum","Arctium tomentosum ","Ultuna",2,NA,NA,NA,0,"Asteraceae","T","purple","",NA,NA,"native"
"189","Arctium tomentosum","Arctium tomentosum ","Danmark",2,NA,NA,NA,0,"Asteraceae","T","purple","",NA,NA,"native"
"190","Arctium tomentosum","Arctium tomentosum ","Haga",1,NA,NA,NA,0,"Asteraceae","T","purple","",NA,NA,"native"
"191","Arctium tomentosum","Arctium tomentosum ","Gottsunda",2,NA,NA,NA,0,"Asteraceae","T","purple","",NA,NA,"native"
"192","Arenaria rubra",NA,NA,0,"Arenaria rubra","Ultuna","4 Campus Polonicus",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"193","Arenaria serpyllifolia","Arenaria serpyllifolia","Ultuna",1,"Arenaria serpyllifolia","Ultuna","4 Campus Polonicus",1,"Carophyllaceae","O","white","a",5,NA,"native"
"194","Arenaria serpyllifolia","Arenaria serpyllifolia","Gottsunda",0,NA,NA,NA,0,"Carophyllaceae","O","white","a",5,NA,"native"
"195","Arenaria serpyllifolia","Arenaria serpyllifolia","Danmark",0,NA,NA,NA,0,"Carophyllaceae","O","white","a",5,NA,"native"
"196","Arenaria serpyllifolia","Arenaria serpyllifolia","Husby",0,NA,NA,NA,0,"Carophyllaceae","O","white","a",5,NA,"native"
"197","Arenaria serpyllifolia","Arenaria serpyllifolia","GamlaUppsala",1,NA,NA,NA,0,"Carophyllaceae","O","white","a",5,NA,"native"
"198","Arenaria serpyllifolia","Arenaria serpyllifolia","Vaksala",0,NA,NA,NA,0,"Carophyllaceae","O","white","a",5,NA,"native"
"199","Arenaria serpyllifolia","Arenaria serpyllifolia","Jumkil",0,NA,NA,NA,0,"Carophyllaceae","O","white","a",5,NA,"native"
"200","Arenaria serpyllifolia","Arenaria serpyllifolia","Haga",0,NA,NA,NA,0,"Carophyllaceae","O","white","a",5,NA,"native"
"201","Argentina anserina","Argentina anserina L.","Husby",1,NA,NA,NA,0,"Rosaceae","O","yellow","",NA,NA,"not_in_fe"
"202","Argentina anserina","Argentina anserina L.","Gottsunda",1,NA,NA,NA,0,"Rosaceae","O","yellow","",NA,NA,"not_in_fe"
"203","Argentina anserina","Argentina anserina L.","Haga",1,NA,NA,NA,0,"Rosaceae","O","yellow","",NA,NA,"not_in_fe"
"204","Argentina anserina","Argentina anserina L.","Jumkil",1,NA,NA,NA,0,"Rosaceae","O","yellow","",NA,NA,"not_in_fe"
"205","Argentina anserina","Argentina anserina L.","Vaksala",0,NA,NA,NA,0,"Rosaceae","O","yellow","",NA,NA,"not_in_fe"
"206","Argentina anserina","Argentina anserina L.","Ultuna",1,NA,NA,NA,0,"Rosaceae","O","yellow","",NA,NA,"not_in_fe"
"207","Argentina anserina","Argentina anserina L.","Danmark",1,NA,NA,NA,0,"Rosaceae","O","yellow","",NA,NA,"not_in_fe"
"208","Argentina anserina","Argentina anserina L.","GamlaUppsala",2,NA,NA,NA,0,"Rosaceae","O","yellow","",NA,NA,"not_in_fe"
"209","Armoracia rusticana","Armoracia rusticana","Gottsunda",0,NA,NA,NA,0,"Brassicaceae","O","white","p",7,NA,"exotic"
"210","Armoracia rusticana","Armoracia rusticana","Vaksala",0,NA,NA,NA,0,"Brassicaceae","O","white","p",7,NA,"exotic"
"211","Armoracia rusticana","Armoracia rusticana","Danmark",0,NA,NA,NA,0,"Brassicaceae","O","white","p",7,NA,"exotic"
"212","Armoracia rusticana","Armoracia rusticana","Ultuna",1,NA,NA,NA,0,"Brassicaceae","O","white","p",7,NA,"exotic"
"213","Armoracia rusticana","Armoracia rusticana","Haga",0,NA,NA,NA,0,"Brassicaceae","O","white","p",7,NA,"exotic"
"214","Armoracia rusticana","Armoracia rusticana","GamlaUppsala",1,NA,NA,NA,0,"Brassicaceae","O","white","p",7,NA,"exotic"
"215","Armoracia rusticana","Armoracia rusticana","Jumkil",0,NA,NA,NA,0,"Brassicaceae","O","white","p",7,NA,"exotic"
"216","Armoracia rusticana","Armoracia rusticana","Husby",1,NA,NA,NA,0,"Brassicaceae","O","white","p",7,NA,"exotic"
"217","Artemisia absinthium",NA,NA,0,"Artemisia Absinthium","Jumkil","3 Plateae Urbis Upsaliensis",1,"Asteraceae","O","yellow","p",9,NA,"native"
"218","Artemisia campestris",NA,NA,0,"Artemisia campestris","Ultuna","4 Campus Polonicus",1,"Asteraceae","O","light yellow","p",5,NA,"not_in_fe"
"219","Artemisia vulgaris","Artemisia vulgaris L.","GamlaUppsala",2,NA,NA,NA,0,"Asteraceae","T ?","yellow or red","p",7,NA,"native"
"220","Artemisia vulgaris","Artemisia vulgaris L.","Vaksala",2,NA,NA,NA,0,"Asteraceae","T ?","yellow or red","p",7,NA,"native"
"221","Artemisia vulgaris","Artemisia vulgaris L.","Danmark",1,NA,NA,NA,0,"Asteraceae","T ?","yellow or red","p",7,NA,"native"
"222","Artemisia vulgaris","Artemisia vulgaris L.","Haga",2,"Artemisia vulgaris","Haga","2 Agri Upsalieness",1,"Asteraceae","T ?","yellow or red","p",7,NA,"native"
"223","Artemisia vulgaris","Artemisia vulgaris L.","Ultuna",2,NA,NA,NA,0,"Asteraceae","T ?","yellow or red","p",7,NA,"native"
"224","Artemisia vulgaris","Artemisia vulgaris L.","Jumkil",0,NA,NA,NA,0,"Asteraceae","T ?","yellow or red","p",7,NA,"native"
"225","Artemisia vulgaris","Artemisia vulgaris L.","Gottsunda",1,NA,NA,NA,0,"Asteraceae","T ?","yellow or red","p",7,NA,"native"
"226","Artemisia vulgaris","Artemisia vulgaris L.","Husby",2,NA,NA,NA,0,"Asteraceae","T ?","yellow or red","p",7,NA,"native"
"227","Arundo calamagrostis",NA,NA,0,"Arundo calamogrostis","Jumkil","1 Sylva Deserta",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"228","Arundo epigejos",NA,NA,0,"Arundo Epigejos","Gottsunda","10 Rupes Gottsundenses",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"229","Arundo phragmites",NA,NA,0,"Arundo phragmites","Haga","5 Prataflogstadensia & Hagensia",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"230","Asclepias vincetoxicum",NA,NA,0,"Asclepias Vincetoxicum","Gottsunda","10 Rupes Gottsundenses",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"231","Asperugo procumbens",NA,NA,0,"Asperugo procumbens","Ultuna","3 Lupuleta",1,"Boraginaceae","O","blue","",NA,NA,"native"
"232","Asperula odorata",NA,NA,0,"Asperula odorata","Gottsunda","9 Praecipitia Gottsundensia",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"233","Asperula tinctoria",NA,NA,0," ","Haga","8 Tumulus Regis",1,"Rubiaceae","O","white","",NA,NA,"native"
"234","Asperula tinctoria",NA,NA,0," ","Vaksala","6 Lucus Tórnbyensis",1,"Rubiaceae","O","white","",NA,NA,"native"
"235","Asperula tinctoria",NA,NA,0," ","Ultuna","8 Colles Ultunensis",1,"Rubiaceae","O","white","",NA,NA,"native"
"236","Asperula tinctoria",NA,NA,0," ","Husby","6 Populetum Hasselbyense",1,"Rubiaceae","O","white","",NA,NA,"native"
"237","Asplenium trichomanes",NA,NA,0,"Asplenium trichomanes","Gottsunda","9 Praecipitia Gottsundensia",1,NA,NA,NA,NA,NA,NA,"native"
"238","Aster salicinus",NA,NA,0,"Silenem rupestrem","Husby","8 Praedium Kiattinge",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"239","Aster sibiricus","Aster Sibiricus","Danmark",0,NA,NA,NA,0,"Asteraceae","O","white-light purple","",NA,NA,"not_in_fe"
"240","Aster sibiricus","Aster Sibiricus","Vaksala",0,NA,NA,NA,0,"Asteraceae","O","white-light purple","",NA,NA,"not_in_fe"
"241","Aster sibiricus","Aster Sibiricus","Ultuna",0,NA,NA,NA,0,"Asteraceae","O","white-light purple","",NA,NA,"not_in_fe"
"242","Aster sibiricus","Aster Sibiricus","Gottsunda",0,NA,NA,NA,0,"Asteraceae","O","white-light purple","",NA,NA,"not_in_fe"
"243","Aster sibiricus","Aster Sibiricus","Jumkil",0,NA,NA,NA,0,"Asteraceae","O","white-light purple","",NA,NA,"not_in_fe"
"244","Aster sibiricus","Aster Sibiricus","GamlaUppsala",0,NA,NA,NA,0,"Asteraceae","O","white-light purple","",NA,NA,"not_in_fe"
"245","Aster sibiricus","Aster Sibiricus","Husby",1,NA,NA,NA,0,"Asteraceae","O","white-light purple","",NA,NA,"not_in_fe"
"246","Aster sibiricus","Aster Sibiricus","Haga",1,NA,NA,NA,0,"Asteraceae","O","white-light purple","",NA,NA,"not_in_fe"
"247","Astragalus glycyphyllos","Astragalus glycyhphyllos","Ultuna",0,NA,NA,NA,0,"Fabaceae","T","green-white","p",3,NA,"native"
"248","Astragalus glycyphyllos","Astragalus glycyhphyllos","Gottsunda",0,NA,NA,NA,0,"Fabaceae","T","green-white","p",3,NA,"native"
"249","Astragalus glycyphyllos","Astragalus glycyhphyllos","Danmark",0,NA,NA,NA,0,"Fabaceae","T","green-white","p",3,NA,"native"
"250","Astragalus glycyphyllos","Astragalus glycyhphyllos","Jumkil",0,NA,NA,NA,0,"Fabaceae","T","green-white","p",3,NA,"native"
"251","Astragalus glycyphyllos","Astragalus glycyhphyllos","Husby",0,NA,NA,NA,0,"Fabaceae","T","green-white","p",3,NA,"native"
"252","Astragalus glycyphyllos","Astragalus glycyhphyllos","Vaksala",0,NA,NA,NA,0,"Fabaceae","T","green-white","p",3,NA,"native"
"253","Astragalus glycyphyllos","Astragalus glycyhphyllos","Haga",0,NA,NA,NA,0,"Fabaceae","T","green-white","p",3,NA,"native"
"254","Astragalus glycyphyllos","Astragalus glycyhphyllos","GamlaUppsala",1,NA,NA,NA,0,"Fabaceae","T","green-white","p",3,NA,"native"
"255","Athamanta libanotis",NA,NA,0,"Athamanta Libanotis","Vaksala","2 Agri Waxalenses",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"256","Atriplex patula",NA,NA,0,"Atriplex patula","Ultuna","3 Lupuleta",1,"Amaranthaceae","O","pink","a",7,NA,"native"
"257","Avena fatua",NA,NA,0,"Avena fatua","Danmark","4 Templo Danemarkensi",1,NA,NA,NA,NA,NA,NA,"native"
"258","Barbarea vulgaris","Barbarea vulgaris","Husby",0,NA,NA,NA,0,"Brassicaceae","T","yellow","b",8,NA,"native"
"259","Barbarea vulgaris","Barbarea vulgaris","Haga",0,NA,NA,NA,0,"Brassicaceae","T","yellow","b",8,NA,"native"
"260","Barbarea vulgaris","Barbarea vulgaris","Jumkil",0,NA,NA,NA,0,"Brassicaceae","T","yellow","b",8,NA,"native"
"261","Barbarea vulgaris","Barbarea vulgaris","Gottsunda",0,NA,NA,NA,0,"Brassicaceae","T","yellow","b",8,NA,"native"
"262","Barbarea vulgaris","Barbarea vulgaris","GamlaUppsala",0,NA,NA,NA,0,"Brassicaceae","T","yellow","b",8,NA,"native"
"263","Barbarea vulgaris","Barbarea vulgaris","Danmark",1,NA,NA,NA,0,"Brassicaceae","T","yellow","b",8,NA,"native"
"264","Barbarea vulgaris","Barbarea vulgaris","Ultuna",0,NA,NA,NA,0,"Brassicaceae","T","yellow","b",8,NA,"native"
"265","Barbarea vulgaris","Barbarea vulgaris","Vaksala",1,NA,NA,NA,0,"Brassicaceae","T","yellow","b",8,NA,"native"
"266","Bellis perennis","Bellis perennis L.","Jumkil",1,NA,NA,NA,0,"Asteraceae","O","white- light purple","p",4,NA,"not_in_fe"
"267","Bellis perennis","Bellis perennis L.","Ultuna",4,NA,NA,NA,0,"Asteraceae","O","white- light purple","p",4,NA,"not_in_fe"
"268","Bellis perennis","Bellis perennis L.","Vaksala",0,NA,NA,NA,0,"Asteraceae","O","white- light purple","p",4,NA,"not_in_fe"
"269","Bellis perennis","Bellis perennis L.","Husby",3,NA,NA,NA,0,"Asteraceae","O","white- light purple","p",4,NA,"not_in_fe"
"270","Bellis perennis","Bellis perennis L.","Haga",4,NA,NA,NA,0,"Asteraceae","O","white- light purple","p",4,NA,"not_in_fe"
"271","Bellis perennis","Bellis perennis L.","GamlaUppsala",2,NA,NA,NA,0,"Asteraceae","O","white- light purple","p",4,NA,"not_in_fe"
"272","Bellis perennis","Bellis perennis L.","Danmark",4,NA,NA,NA,0,"Asteraceae","O","white- light purple","p",4,NA,"not_in_fe"
"273","Bellis perennis","Bellis perennis L.","Gottsunda",3,NA,NA,NA,0,"Asteraceae","O","white- light purple","p",4,NA,"not_in_fe"
"274","Berberis vulgaris",NA,NA,0,"Berberis vulgaris","Ultuna","5 Silva Regia",1,"Berberidaceae","T","yellow","p",3,NA,"exotic"
"275","Betula","Betula avellana L.","Danmark",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"not_in_fe"
"276","Betula","Betula avellana L.","GamlaUppsala",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"not_in_fe"
"277","Betula","Betula avellana L.","Gottsunda",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"not_in_fe"
"278","Betula","Betula avellana L.","Haga",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"not_in_fe"
"279","Betula","Betula avellana L.","Husby",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"not_in_fe"
"280","Betula","Betula avellana L.","Jumkil",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"not_in_fe"
"281","Betula","Betula avellana L.","Ultuna",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"not_in_fe"
"282","Betula","Betula avellana L.","Vaksala",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"not_in_fe"
"283","Betula alba",NA,NA,0,"Betula alba","Gottsunda","3 Palus Norrbyensis",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"284","Betula alnus",NA,NA,0,"Betula Alnus","Gottsunda","3 Palus Norrbyensis",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"285","Betula pendula","Betula pendula Roth","GamlaUppsala",0,NA,NA,NA,0,"Betulaceae","???","","p",4,NA,"not_in_fe"
"286","Betula pendula","Betula pendula Roth","Danmark",0,NA,NA,NA,0,"Betulaceae","???","","p",4,NA,"not_in_fe"
"287","Betula pendula","Betula pendula Roth","Vaksala",0,NA,NA,NA,0,"Betulaceae","???","","p",4,NA,"not_in_fe"
"288","Betula pendula","Betula pendula Roth","Husby",0,NA,NA,NA,0,"Betulaceae","???","","p",4,NA,"not_in_fe"
"289","Betula pendula","Betula pendula Roth","Gottsunda",0,NA,NA,NA,0,"Betulaceae","???","","p",4,NA,"not_in_fe"
"290","Betula pendula","Betula pendula Roth","Ultuna",1,NA,NA,NA,0,"Betulaceae","???","","p",4,NA,"not_in_fe"
"291","Betula pendula","Betula pendula Roth","Haga",1,NA,NA,NA,0,"Betulaceae","???","","p",4,NA,"not_in_fe"
"292","Betula pendula","Betula pendula Roth","Jumkil",0,NA,NA,NA,0,"Betulaceae","???","","p",4,NA,"not_in_fe"
"293","Betula pubescens","Betula pubescens Ehrh.","Haga",0,NA,NA,NA,0,"Betulaceae","???","","p",4,NA,"not_in_fe"
"294","Betula pubescens","Betula pubescens Ehrh.","Ultuna",0,NA,NA,NA,0,"Betulaceae","???","","p",4,NA,"not_in_fe"
"295","Betula pubescens","Betula pubescens Ehrh.","Jumkil",0,NA,NA,NA,0,"Betulaceae","???","","p",4,NA,"not_in_fe"
"296","Betula pubescens","Betula pubescens Ehrh.","Husby",0,NA,NA,NA,0,"Betulaceae","???","","p",4,NA,"not_in_fe"
"297","Betula pubescens","Betula pubescens Ehrh.","GamlaUppsala",0,NA,NA,NA,0,"Betulaceae","???","","p",4,NA,"not_in_fe"
"298","Betula pubescens","Betula pubescens Ehrh.","Gottsunda",1,NA,NA,NA,0,"Betulaceae","???","","p",4,NA,"not_in_fe"
"299","Betula pubescens","Betula pubescens Ehrh.","Vaksala",0,NA,NA,NA,0,"Betulaceae","???","","p",4,NA,"not_in_fe"
"300","Betula pubescens","Betula pubescens Ehrh.","Danmark",0,NA,NA,NA,0,"Betulaceae","???","","p",4,NA,"not_in_fe"
"301","Bidens tripartitus",NA,NA,0,"Bidens tripartitus","GamlaUppsala","1 SEPTA",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"302","Bistorta vivipara","Bistorta vivipara","Ultuna",0,NA,NA,NA,0,"Polygonaceae","O","white","",NA,NA,"not_in_fe"
"303","Bistorta vivipara","Bistorta vivipara","Husby",0,NA,NA,NA,0,"Polygonaceae","O","white","",NA,NA,"not_in_fe"
"304","Bistorta vivipara","Bistorta vivipara","Jumkil",0,NA,NA,NA,0,"Polygonaceae","O","white","",NA,NA,"not_in_fe"
"305","Bistorta vivipara","Bistorta vivipara","GamlaUppsala",0,NA,NA,NA,0,"Polygonaceae","O","white","",NA,NA,"not_in_fe"
"306","Bistorta vivipara","Bistorta vivipara","Danmark",1,NA,NA,NA,0,"Polygonaceae","O","white","",NA,NA,"not_in_fe"
"307","Bistorta vivipara","Bistorta vivipara","Gottsunda",0,"Bistorta vivipara","Gottsunda","7 Pratum Gottsundense",1,"Polygonaceae","O","white","",NA,NA,"not_in_fe"
"308","Bistorta vivipara","Bistorta vivipara","Vaksala",0,NA,NA,NA,0,"Polygonaceae","O","white","",NA,NA,"not_in_fe"
"309","Bistorta vivipara","Bistorta vivipara","Haga",0,NA,NA,NA,0,"Polygonaceae","O","white","",NA,NA,"not_in_fe"
"310","Briza media",NA,NA,0,"Briza media","Gottsunda","4 Pratum Norrbyense",1,NA,NA,NA,NA,NA,NA,"native"
"311","Bromus arvensis",NA,NA,0,"Bromus arvensis","Haga","3 Versurae Agrorum",1,NA,NA,NA,NA,NA,NA,"exotic"
"312","Bromus hordeaceus",NA,NA,0,"Bromus hordeaceus","Vaksala","2 Agri Waxalenses",1,NA,NA,NA,NA,NA,NA,"native"
"313","Bromus secalinus",NA,NA,0,"Bromus secalinus","Haga","2 Agri Upsalieness",1,NA,NA,NA,NA,NA,NA,"exotic"
"314","Bromus tectorum",NA,NA,0,"Bromus tectorum","Haga","1Tecta Upsaliensia",1,NA,NA,NA,NA,NA,NA,"native"
"315","Bryum apocarpum",NA,NA,0,"Bryum apocarpum","Ultuna","4 Campus Polonicus",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"316","Bryum cespiticium",NA,NA,0,"Bryum cespiticium","Gottsunda","10 Rupes Gottsundenses",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"317","Bryum extinctorium",NA,NA,0,"Bryum extinctorium","Ultuna","4 Campus Polonicus",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"318","Bryum flexuosum",NA,NA,0,"Bryum flexuosum","Ultuna","5 Silva Regia",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"319","Bryum heteromallum",NA,NA,0,"Bryum heteromallum","Ultuna","5 Silva Regia",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"320","Bryum hypnoides",NA,NA,0,"Bryum bypnoides","Gottsunda","1 Rupes Lassbyenses",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"321","Bryum murale",NA,NA,0,"Bryum rurale","Haga","1Tecta Upsaliensia",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"322","Bryum pomiforme",NA,NA,0,"Bryum pomiforme","Ultuna","5 Silva Regia",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"323","Bryum pulvinatum",NA,NA,0,"Bryum pulvinatum","GamlaUppsala","3 Rupes",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"324","Bryum scoparium",NA,NA,0,"Bryum scoparium","Ultuna","5 Silva Regia",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"325","Bryum striatum",NA,NA,0,"Bryum striatum","Gottsunda","10 Rupes Gottsundenses",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"326","Bryum truncatulum",NA,NA,0,"Bryum truncatulum","Ultuna","5 Silva Regia",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"327","Bryum undulatum",NA,NA,0,"Bryum undulatum","Ultuna","5 Silva Regia",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"328","Bunias orientalis","Bunias orientalis L.","Danmark",3,NA,NA,NA,0,"Brassicaceae","O","yellow","",NA,NA,"exotic"
"329","Bunias orientalis","Bunias orientalis L.","Ultuna",3,NA,NA,NA,0,"Brassicaceae","O","yellow","",NA,NA,"exotic"
"330","Bunias orientalis","Bunias orientalis L.","GamlaUppsala",3,NA,NA,NA,0,"Brassicaceae","O","yellow","",NA,NA,"exotic"
"331","Bunias orientalis","Bunias orientalis L.","Husby",3,NA,NA,NA,0,"Brassicaceae","O","yellow","",NA,NA,"exotic"
"332","Bunias orientalis","Bunias orientalis L.","Haga",3,NA,NA,NA,0,"Brassicaceae","O","yellow","",NA,NA,"exotic"
"333","Bunias orientalis","Bunias orientalis L.","Gottsunda",3,NA,NA,NA,0,"Brassicaceae","O","yellow","",NA,NA,"exotic"
"334","Bunias orientalis","Bunias orientalis L.","Vaksala",3,NA,NA,NA,0,"Brassicaceae","O","yellow","",NA,NA,"exotic"
"335","Bunias orientalis","Bunias orientalis L.","Jumkil",1,NA,NA,NA,0,"Brassicaceae","O","yellow","",NA,NA,"exotic"
"336","Butomus umbellatus","Butomus umbellatus","Ultuna",0,NA,NA,NA,0,"Butomaceae","T?","white ","p",7,NA,"native"
"337","Butomus umbellatus","Butomus umbellatus","Danmark",0,"Butomus umbellatus","Danmark","3 Fluvius",1,"Butomaceae","T?","white ","p",7,NA,"native"
"338","Butomus umbellatus","Butomus umbellatus","GamlaUppsala",0,NA,NA,NA,0,"Butomaceae","T?","white ","p",7,NA,"native"
"339","Butomus umbellatus","Butomus umbellatus","Husby",0,NA,NA,NA,0,"Butomaceae","T?","white ","p",7,NA,"native"
"340","Butomus umbellatus","Butomus umbellatus","Jumkil",0,NA,NA,NA,0,"Butomaceae","T?","white ","p",7,NA,"native"
"341","Butomus umbellatus","Butomus umbellatus","Vaksala",0,NA,NA,NA,0,"Butomaceae","T?","white ","p",7,NA,"native"
"342","Butomus umbellatus","Butomus umbellatus","Haga",1,NA,NA,NA,0,"Butomaceae","T?","white ","p",7,NA,"native"
"343","Butomus umbellatus","Butomus umbellatus","Gottsunda",0,NA,NA,NA,0,"Butomaceae","T?","white ","p",7,NA,"native"
"344","Calla palustris",NA,NA,0,"Calla palustris","Jumkil","1 Sylva Deserta",1,"Araceae","O","white","",NA,NA,"native"
"345","Calla palustris",NA,NA,0,"Calta palustris","Gottsunda","5 Uliginosa Amni",1,"Araceae","O","white","",NA,NA,"native"
"346","Callitriche palustris",NA,NA,0,"Callitriche palustris","Ultuna","2 Piscina",1,"Plantaginaceae","O","green","",NA,NA,"native"
"347","Calluna vulgaris","Calluna vulgaris","Gottsunda",1,NA,NA,NA,0,"Ericaceae","O","purple","p",2,NA,"native"
"348","Calluna vulgaris","Calluna vulgaris","Vaksala",1,NA,NA,NA,0,"Ericaceae","O","purple","p",2,NA,"native"
"349","Calluna vulgaris","Calluna vulgaris","Haga",0,NA,NA,NA,0,"Ericaceae","O","purple","p",2,NA,"native"
"350","Calluna vulgaris","Calluna vulgaris","Husby",0,NA,NA,NA,0,"Ericaceae","O","purple","p",2,NA,"native"
"351","Calluna vulgaris","Calluna vulgaris","Danmark",0,NA,NA,NA,0,"Ericaceae","O","purple","p",2,NA,"native"
"352","Calluna vulgaris","Calluna vulgaris","Ultuna",0,NA,NA,NA,0,"Ericaceae","O","purple","p",2,NA,"native"
"353","Calluna vulgaris","Calluna vulgaris","GamlaUppsala",3,NA,NA,NA,0,"Ericaceae","O","purple","p",2,NA,"native"
"354","Calluna vulgaris","Calluna vulgaris","Jumkil",4,NA,NA,NA,0,"Ericaceae","O","purple","p",2,NA,"native"
"355","Caltha palustris","Caltha palustris L. ","Jumkil",0,NA,NA,NA,0,"Ranunculaceae","O","yellow","",NA,NA,"native"
"356","Caltha palustris","Caltha palustris L. ","GamlaUppsala",1,NA,NA,NA,0,"Ranunculaceae","O","yellow","",NA,NA,"native"
"357","Caltha palustris","Caltha palustris L. ","Vaksala",1,NA,NA,NA,0,"Ranunculaceae","O","yellow","",NA,NA,"native"
"358","Caltha palustris","Caltha palustris L. ","Danmark",1,NA,NA,NA,0,"Ranunculaceae","O","yellow","",NA,NA,"native"
"359","Caltha palustris","Caltha palustris L. ","Ultuna",2,NA,NA,NA,0,"Ranunculaceae","O","yellow","",NA,NA,"native"
"360","Caltha palustris","Caltha palustris L. ","Husby",1,NA,NA,NA,0,"Ranunculaceae","O","yellow","",NA,NA,"native"
"361","Caltha palustris","Caltha palustris L. ","Haga",2,NA,NA,NA,0,"Ranunculaceae","O","yellow","",NA,NA,"native"
"362","Caltha palustris","Caltha palustris L. ","Gottsunda",2,NA,NA,NA,0,"Ranunculaceae","O","yellow","",NA,NA,"native"
"363","Calystegia sepium","Calystegia sepium ","Haga",1,NA,NA,NA,0,"Convolvulaceae","O","white","p",7,NA,"native"
"364","Calystegia sepium","Calystegia sepium ","Jumkil",0,NA,NA,NA,0,"Convolvulaceae","O","white","p",7,NA,"native"
"365","Calystegia sepium","Calystegia sepium ","GamlaUppsala",0,NA,NA,NA,0,"Convolvulaceae","O","white","p",7,NA,"native"
"366","Calystegia sepium","Calystegia sepium ","Husby",2,NA,NA,NA,0,"Convolvulaceae","O","white","p",7,NA,"native"
"367","Calystegia sepium","Calystegia sepium ","Vaksala",0,NA,NA,NA,0,"Convolvulaceae","O","white","p",7,NA,"native"
"368","Calystegia sepium","Calystegia sepium ","Danmark",1,NA,NA,NA,0,"Convolvulaceae","O","white","p",7,NA,"native"
"369","Calystegia sepium","Calystegia sepium ","Gottsunda",1,NA,NA,NA,0,"Convolvulaceae","O","white","p",7,NA,"native"
"370","Calystegia sepium","Calystegia sepium ","Ultuna",1,NA,NA,NA,0,"Convolvulaceae","O","white","p",7,NA,"native"
"371","Campanula cervicaria",NA,NA,0,"Campanula Cervicaria","Jumkil","1 Sylva Deserta",1,"Campanulaceae","T?","purple","",NA,NA,"native"
